"Strategy Name";"Filters result";"Complexity";"# of trades";"Profit factor";"Net profit";"Drawdown";"Ret/DD Ratio";"Avg. Trade";"Stability";"Stagnation";"Mini equity chart";"Price indicators";"Entry indicators";"Exit indicators";"Trades Symmetry";"CAGR";"CAGR/Max DD %";"CAGR/Max DD % (MC retest, Conf. level 95%)"
"Strategy 2.3.170";"";"4";"998";"1.6";"36966.83";"2463.91";"15.0";"37.04";"0.9";"362";"";"null";"TEMA";"ExitAfterXBars";"0.0";"18.75";"1.15";"1.15"
"Strategy 4.2.120";"";"5";"1437";"1.41";"36903.33";"2869.61";"12.86";"25.68";"0.88";"305";"";"null";"Close,HeikenAshiClose";"ExitAfterXBars";"0.0";"18.73";"1.02";"1.02"
"Strategy 4.4.109";"";"4";"1389";"1.39";"35097.38";"2537.66";"13.83";"25.27";"0.87";"305";"";"null";"Close,HeikenAshiClose";"ExitAfterXBars";"0.0";"18.22";"0.99";"0.99"
"Strategy 4.5.107";"";"6";"1428";"1.44";"38712.34";"2463.91";"15.71";"27.11";"0.89";"493";"";"null";"Close,TEMA";"ExitAfterXBars";"0.0";"19.24";"1.06";"1.06"
"Strategy 4.5.176";"";"4";"1455";"1.38";"35597.79";"2869.61";"12.41";"24.47";"0.83";"329";"";"null";"Close,HeikenAshiClose";"ExitAfterXBars";"0.0";"18.36";"0.99";"0.99"
"Strategy 4.2.122";"";"4";"1112";"1.48";"33875.91";"2480.29";"13.66";"30.46";"0.89";"530";"";"";"TEMA";"ExitAfterXBars";"0.0";"17.86";"1.17";"1.17"
"Strategy 2.2.131";"";"4";"1586";"1.43";"41196.21";"2463.91";"16.72";"25.97";"0.9";"568";"";"";"TEMA";"ExitAfterXBars";"0.0";"19.9";"1.11";"1.11"
"Strategy 2.4.117";"";"4";"1013";"1.53";"33126.2";"2463.91";"13.44";"32.7";"0.86";"406";"";"";"HighD";"ExitAfterXBars";"0.0";"17.63";"0.9";"0.9"
"Strategy 2.4.165";"";"4";"1264";"1.52";"38963.13";"2530.13";"15.4";"30.83";"0.88";"541";"";"";"TEMA";"ExitAfterXBars";"0.0";"19.3";"1.01";"1.01"
"Strategy 1.3.137";"";"3";"1076";"1.49";"34151.67";"2463.91";"13.86";"31.74";"0.87";"542";"";"";"HeikenAshiLow";"ExitAfterXBars";"0.0";"17.94";"1.18";"1.18"
"Strategy 2.5.182";"";"4";"1013";"1.5";"31163.67";"2463.91";"12.65";"30.76";"0.88";"348";"";"";"HighD";"ExitAfterXBars";"0.0";"17.03";"0.94";"0.94"
"Strategy 2.5.153";"";"5";"1622";"1.34";"35281.12";"2636.61";"13.38";"21.75";"0.87";"484";"";"";"HeikenAshiLow";"ExitAfterXBars";"0.0";"18.27";"0.94";"0.94"
"Strategy 1.4.132";"";"4";"1290";"1.46";"37378.23";"2463.91";"15.17";"28.98";"0.89";"485";"";"";"High";"ExitAfterXBars";"0.0";"18.87";"0.96";"0.96"
"Strategy 2.6.101";"";"7";"1767";"1.34";"36715.07";"3055.96";"12.01";"20.78";"0.86";"453";"";"";"TEMA";"ExitAfterXBars";"0.0";"18.68";"0.88";"0.88"
"Strategy 2.6.104";"";"4";"1487";"1.39";"37360.55";"2973.23";"12.57";"25.12";"0.89";"487";"";"";"HeikenAshiLow";"ExitAfterXBars";"0.0";"18.86";"1.04";"1.04"
"Strategy 2.6.116";"";"5";"1795";"1.43";"45948.35";"3295.95";"13.94";"25.6";"0.89";"313";"";"";"TEMA";"ExitAfterXBars";"0.0";"21.08";"1.19";"1.19"
"Strategy 2.6.139";"";"4";"1377";"1.43";"36304.7";"2463.91";"14.73";"26.37";"0.88";"397";"";"";"HighD";"ExitAfterXBars";"0.0";"18.57";"1.02";"1.02"
"Strategy 2.6.145";"";"3";"1109";"1.42";"32078.93";"2540.67";"12.63";"28.93";"0.81";"503";"";"";"HeikenAshiLow";"ExitAfterXBars";"0.0";"17.31";"0.87";"0.87"
"Strategy 4.6.100";"";"4";"1107";"1.51";"35911.71";"2641.71";"13.59";"32.44";"0.85";"414";"";"";"TEMA";"ExitAfterXBars";"0.0";"18.45";"1.15";"1.15"
"Strategy 4.6.161";"";"5";"910";"1.56";"31684.14";"2463.91";"12.86";"34.82";"0.89";"300";"";"";"High";"ExitAfterXBars";"0.0";"17.19";"1.11";"1.11"
"Strategy 1.5.155";"";"4";"1290";"1.48";"38169.74";"2463.91";"15.49";"29.59";"0.92";"222";"";"";"High";"ExitAfterXBars";"0.0";"19.09";"1.1";"1.1"
"Strategy 1.5.165";"";"5";"1155";"1.42";"32663.99";"2541.31";"12.85";"28.28";"0.89";"366";"";"";"Close";"ExitAfterXBars";"0.0";"17.49";"0.86";"0.86"
"Strategy 1.5.170";"";"3";"1896";"1.36";"41948.96";"3084.7";"13.6";"22.13";"0.86";"530";"";"";"High";"ExitAfterXBars";"0.0";"20.09";"0.97";"0.97"
"Strategy 1.5.163";"";"6";"1057";"1.5";"34390.75";"2463.91";"13.96";"32.54";"0.89";"375";"";"";"BollingerBands,HeikenAshiLow";"ExitAfterXBars";"0.0";"18.01";"0.95";"0.95"
"Strategy 2.7.106";"";"4";"1487";"1.38";"36768.52";"3000.09";"12.26";"24.73";"0.88";"580";"";"";"HeikenAshiLow";"ExitAfterXBars";"0.0";"18.7";"0.92";"0.92"
"Strategy 2.7.116";"";"4";"1688";"1.38";"39503.29";"2736.64";"14.43";"23.4";"0.88";"313";"";"";"HeikenAshiLow";"ExitAfterXBars";"0.0";"19.45";"1.11";"1.11"
"Strategy 2.7.138";"";"7";"1762";"1.32";"34743.76";"2717.91";"12.78";"19.72";"0.87";"545";"";"";"TEMA";"ExitAfterXBars";"0.0";"18.11";"0.92";"0.92"
"Strategy 2.7.141";"";"3";"1109";"1.42";"31719.03";"2540.67";"12.48";"28.6";"0.82";"503";"";"";"HeikenAshiLow";"ExitAfterXBars";"0.0";"17.2";"0.87";"0.87"
"Strategy 2.7.155";"";"5";"1525";"1.41";"38673.72";"2524.38";"15.32";"25.36";"0.9";"315";"";"";"TEMA";"ExitAfterXBars";"0.0";"19.22";"0.96";"0.96"
"Strategy 2.7.157";"";"7";"1566";"1.4";"38849.82";"2463.91";"15.77";"24.81";"0.89";"392";"";"";"TEMA";"ExitAfterXBars";"0.0";"19.27";"0.94";"0.94"
"Strategy 2.7.161";"";"5";"1764";"1.34";"36346.26";"2928.37";"12.41";"20.6";"0.87";"463";"";"";"TEMA";"ExitAfterXBars";"0.0";"18.58";"0.88";"0.88"
"Strategy 2.7.165";"";"5";"2282";"1.28";"37879.78";"3048.36";"12.43";"16.6";"0.86";"383";"";"";"TEMA";"ExitAfterXBars";"0.0";"19.01";"0.97";"0.97"
"Strategy 2.7.174";"";"4";"1471";"1.42";"36868.31";"2465.2";"14.96";"25.06";"0.9";"369";"";"";"HighD";"ExitAfterXBars";"0.0";"18.72";"1.12";"1.12"
"Strategy 3.6.128";"";"4";"1052";"1.52";"34012.1";"2530.62";"13.44";"32.33";"0.87";"502";"";"";"HighestInRange";"ExitAfterXBars";"0.0";"17.9";"0.75";"0.75"
"Strategy 4.7.116";"";"4";"955";"1.49";"30651.49";"2463.91";"12.44";"32.1";"0.83";"502";"";"";"TEMA";"ExitAfterXBars";"0.0";"16.86";"1.02";"1.02"
"Strategy 4.7.139";"";"4";"1084";"1.52";"36386.25";"2463.91";"14.77";"33.57";"0.89";"452";"";"";"TEMA";"ExitAfterXBars";"0.0";"18.59";"1.18";"1.18"
"Strategy 4.7.146";"";"3";"1080";"1.47";"33539.79";"2463.91";"13.61";"31.06";"0.84";"323";"";"";"High";"ExitAfterXBars";"0.0";"17.76";"0.86";"0.86"
"Strategy 4.7.144";"";"4";"966";"1.61";"37597.2";"2463.91";"15.26";"38.92";"0.87";"348";"";"";"TEMA";"ExitAfterXBars";"0.0";"18.93";"0.98";"0.98"
"Strategy 4.7.177";"";"3";"1080";"1.47";"33559.35";"2463.91";"13.62";"31.07";"0.84";"323";"";"";"High";"ExitAfterXBars";"0.0";"17.76";"0.85";"0.85"
"Strategy 4.7.178";"";"4";"1518";"1.32";"32041.76";"2463.91";"13.0";"21.11";"0.9";"490";"";"";"High";"ExitAfterXBars";"0.0";"17.3";"0.88";"0.88"
"Strategy 4.7.159";"";"5";"716";"1.68";"31627.6";"2514.66";"12.58";"44.17";"0.88";"453";"";"";"BollingerBands,HeikenAshiLow";"ExitAfterXBars";"0.0";"17.17";"0.89";"0.89"
"Strategy 3.7.121";"";"6";"1390";"1.43";"36859.83";"2915.56";"12.64";"26.52";"0.91";"587";"";"";"TEMA";"ExitAfterXBars";"0.0";"18.72";"1.3";"1.3"
"Strategy 3.7.164";"";"3";"1466";"1.47";"40159.56";"2463.91";"16.3";"27.39";"0.87";"495";"";"";"HighD";"ExitAfterXBars";"0.0";"19.62";"1.03";"1.03"
"Strategy 3.7.167";"";"4";"1629";"1.4";"39583.05";"2463.91";"16.07";"24.3";"0.89";"490";"";"";"HighestInRange";"ExitAfterXBars";"0.0";"19.47";"0.99";"0.99"
"Strategy 2.8.107";"";"3";"1550";"1.5";"45508.6";"2463.91";"18.47";"29.36";"0.89";"398";"";"";"HighestInRange";"ExitAfterXBars";"0.0";"20.98";"1.17";"1.17"
"Strategy 2.8.124";"";"4";"1036";"1.47";"31150.54";"2463.91";"12.64";"30.07";"0.9";"413";"";"";"HighD";"ExitAfterXBars";"0.0";"17.02";"0.87";"0.87"
"Strategy 2.8.125";"";"4";"1359";"1.38";"32218.41";"2463.91";"13.08";"23.71";"0.87";"397";"";"";"HighD";"ExitAfterXBars";"0.0";"17.35";"0.84";"0.84"
"Strategy 2.8.129";"";"4";"1398";"1.4";"34554.09";"2463.91";"14.02";"24.72";"0.87";"437";"";"";"HighestInRange";"ExitAfterXBars";"0.0";"18.06";"0.98";"0.98"
"Strategy 2.8.123";"";"6";"1911";"1.3";"34590.35";"2647.67";"13.06";"18.1";"0.88";"493";"";"";"TEMA";"ExitAfterXBars";"0.0";"18.07";"0.87";"0.87"
"Strategy 2.8.133";"";"4";"1980";"1.35";"41069.04";"3199.6";"12.84";"20.74";"0.86";"455";"";"";"TEMA";"ExitAfterXBars";"0.0";"19.86";"1.12";"1.12"
"Strategy 2.8.116";"";"6";"1455";"1.43";"38740.79";"2512.62";"15.42";"26.63";"0.88";"392";"";"";"HeikenAshiLow,HighestInRange";"ExitAfterXBars";"0.0";"19.24";"0.91";"0.91"
"Strategy 2.8.144";"";"4";"1375";"1.48";"40083.31";"2532.9";"15.83";"29.15";"0.9";"586";"";"";"HighestInRange";"ExitAfterXBars";"0.0";"19.6";"1.01";"1.01"
"Strategy 2.8.157";"";"4";"2140";"1.32";"39517.38";"2974.89";"13.28";"18.47";"0.88";"565";"";"";"HighD";"ExitAfterXBars";"0.0";"19.45";"1.02";"1.02"
"Strategy 2.8.155";"";"5";"1764";"1.36";"38889.08";"2928.37";"13.28";"22.05";"0.86";"463";"";"";"TEMA";"ExitAfterXBars";"0.0";"19.28";"0.91";"0.91"
"Strategy 2.8.178";"";"6";"2282";"1.27";"36917.4";"2970.99";"12.43";"16.18";"0.9";"412";"";"";"TEMA";"ExitAfterXBars";"0.0";"18.74";"0.82";"0.82"
"Strategy 2.8.182";"";"4";"1764";"1.37";"39730.09";"3294.03";"12.06";"22.52";"0.85";"470";"";"";"TEMA";"ExitAfterXBars";"0.0";"19.51";"0.95";"0.95"
"Strategy 1.6.112";"";"6";"1085";"1.48";"33809.16";"2773.78";"12.19";"31.16";"0.86";"466";"";"";"TEMA";"ExitAfterXBars";"0.0";"17.84";"0.86";"0.86"
"Strategy 1.6.127";"";"4";"1294";"1.4";"33030.81";"2463.91";"13.41";"25.53";"0.92";"402";"";"";"High";"ExitAfterXBars";"0.0";"17.6";"1.44";"1.44"
"Strategy 1.6.135";"";"6";"741";"1.64";"30429.27";"2463.91";"12.35";"41.07";"0.87";"849";"";"";"HighD";"ExitAfterXBars";"0.0";"16.79";"1.05";"1.05"
"Strategy 1.6.162";"";"4";"1126";"1.47";"35142.08";"2507.29";"14.02";"31.21";"0.88";"651";"";"";"High";"ExitAfterXBars";"0.0";"18.23";"0.87";"0.87"
"Strategy 1.6.170";"";"4";"1790";"1.4";"43299.19";"2931.08";"14.77";"24.19";"0.87";"364";"";"";"High";"ExitAfterXBars";"0.0";"20.43";"1.11";"1.11"
"Strategy 3.8.126";"";"5";"1757";"1.46";"46527.33";"3411.82";"13.64";"26.48";"0.88";"402";"";"";"HighestInRange";"ExitAfterXBars";"0.0";"21.22";"1.16";"1.16"
"Strategy 3.8.163";"";"5";"1065";"1.6";"37574.93";"2463.91";"15.25";"35.28";"0.89";"578";"";"";"HighestInRange";"ExitAfterXBars";"0.0";"18.92";"0.9";"0.9"
"Strategy 2.9.105";"";"3";"1808";"1.42";"43820.76";"2767.01";"15.84";"24.24";"0.9";"386";"";"";"HighestInRange";"ExitAfterXBars";"0.0";"20.56";"1.15";"1.15"
"Strategy 2.9.167";"";"4";"1330";"1.46";"36437.33";"2463.91";"14.79";"27.4";"0.9";"373";"";"";"HighD";"ExitAfterXBars";"0.0";"18.6";"1.07";"1.07"
"Strategy 4.8.107";"";"4";"969";"1.56";"34721.22";"2463.91";"14.09";"35.83";"0.87";"311";"";"";"TEMA";"ExitAfterXBars";"0.0";"18.11";"0.91";"0.91"
"Strategy 4.8.116";"";"4";"1150";"1.48";"34094.97";"2470.9";"13.8";"29.65";"0.9";"315";"";"";"TEMA";"ExitAfterXBars";"0.0";"17.92";"0.8";"0.8"
"Strategy 4.8.120";"";"5";"1084";"1.52";"36135.88";"2463.91";"14.67";"33.34";"0.89";"452";"";"";"TEMA";"ExitAfterXBars";"0.0";"18.52";"1.18";"1.18"
"Strategy 4.8.125";"";"3";"1518";"1.34";"33533.54";"2463.91";"13.61";"22.09";"0.9";"493";"";"";"High";"ExitAfterXBars";"0.0";"17.76";"0.86";"0.86"
"Strategy 4.8.138";"";"4";"1041";"1.62";"39406.99";"2463.91";"15.99";"37.85";"0.9";"412";"";"";"TEMA";"ExitAfterXBars";"0.0";"19.42";"1.31";"1.31"
"Strategy 4.8.149";"";"4";"1025";"1.54";"34447.71";"2463.91";"13.98";"33.61";"0.88";"490";"";"";"TEMA";"ExitAfterXBars";"0.0";"18.03";"0.93";"0.93"
"Strategy 4.8.147";"";"5";"1727";"1.41";"41766.02";"2680.98";"15.58";"24.18";"0.89";"412";"";"";"TEMA";"ExitAfterXBars";"0.0";"20.04";"1.11";"1.11"
"Strategy 4.8.160";"";"4";"1080";"1.44";"31599.43";"2463.91";"12.82";"29.26";"0.85";"323";"";"";"High";"ExitAfterXBars";"0.0";"17.16";"0.82";"0.82"
"Strategy 4.8.166";"";"4";"1532";"1.43";"40695.54";"2463.91";"16.52";"26.56";"0.9";"495";"";"";"TEMA";"ExitAfterXBars";"0.0";"19.77";"0.97";"0.97"
"Strategy 4.8.180";"";"3";"910";"1.58";"32878.62";"2463.91";"13.34";"36.13";"0.88";"300";"";"";"High";"ExitAfterXBars";"0.0";"17.56";"1.13";"1.13"
"Strategy 4.8.178";"";"4";"778";"1.64";"31110.68";"2579.14";"12.06";"39.99";"0.88";"453";"";"";"TEMA";"ExitAfterXBars";"0.0";"17.01";"0.85";"0.85"
"Strategy 1.7.105";"";"6";"1060";"1.46";"32554.39";"2463.91";"13.21";"30.71";"0.89";"376";"";"";"BollingerBands,HeikenAshiLow";"ExitAfterXBars";"0.0";"17.46";"0.81";"0.81"
"Strategy 1.7.104";"";"3";"1698";"1.37";"39951.06";"3000.71";"13.31";"23.53";"0.9";"413";"";"";"HeikenAshiLow";"ExitAfterXBars";"0.0";"19.57";"0.85";"0.85"
"Strategy 1.7.130";"";"3";"1218";"1.54";"38557.5";"2596.79";"14.85";"31.66";"0.9";"541";"";"";"HighestInRange";"ExitAfterXBars";"0.0";"19.19";"1.17";"1.17"
"Strategy 1.7.137";"";"6";"1153";"1.55";"39692.5";"2463.91";"16.11";"34.43";"0.89";"243";"";"";"TEMA";"ExitAfterXBars";"0.0";"19.5";"1.06";"1.06"
"Strategy 1.7.142";"";"5";"1048";"1.63";"38917.57";"2463.91";"15.8";"37.14";"0.91";"267";"";"";"HighestInRange";"ExitAfterXBars";"0.0";"19.29";"0.99";"0.99"
"Strategy 1.7.138";"";"7";"676";"1.7";"31020.53";"2463.91";"12.59";"45.89";"0.86";"502";"";"";"Close,TEMA";"ExitAfterXBars";"0.0";"16.98";"0.98";"0.98"
"Strategy 1.7.140";"";"3";"1469";"1.4";"36930.9";"2463.91";"14.99";"25.14";"0.84";"448";"";"";"HeikenAshiLow";"ExitAfterXBars";"0.0";"18.74";"1.11";"1.11"
"Strategy 1.7.144";"";"6";"923";"1.57";"33872.39";"2463.91";"13.75";"36.7";"0.87";"351";"";"";"HeikenAshiLow,TEMA";"ExitAfterXBars";"0.0";"17.86";"0.74";"0.74"
"Strategy 1.7.164";"";"3";"1242";"1.38";"31685.57";"2463.91";"12.86";"25.51";"0.89";"502";"";"";"HeikenAshiLow";"ExitAfterXBars";"0.0";"17.19";"1.0";"1.0"
"Strategy 1.7.183";"";"3";"1388";"1.39";"35546.5";"2843.07";"12.5";"25.61";"0.83";"504";"";"";"HeikenAshiLow";"ExitAfterXBars";"0.0";"18.35";"1.12";"1.12"
"Strategy 2.10.105";"";"3";"1723";"1.39";"40839.59";"3227.34";"12.65";"23.7";"0.87";"631";"";"";"Close";"ExitAfterXBars";"0.0";"19.8";"1.09";"1.09"
"Strategy 2.10.113";"";"3";"611";"1.85";"31249.69";"2463.91";"12.68";"51.15";"0.86";"320";"";"";"HighD";"ExitAfterXBars";"0.0";"17.05";"1.08";"1.08"
"Strategy 2.10.132";"";"4";"2137";"1.34";"43613.42";"3274.58";"13.32";"20.41";"0.84";"520";"";"";"TEMA";"ExitAfterXBars";"0.0";"20.51";"1.14";"1.14"
"Strategy 2.10.152";"";"3";"1229";"1.46";"34786.77";"2463.91";"14.12";"28.3";"0.87";"336";"";"";"HighD";"ExitAfterXBars";"0.0";"18.13";"1.0";"1.0"
"Strategy 2.10.137";"";"4";"1620";"1.4";"40104.25";"2463.91";"16.28";"24.76";"0.88";"490";"";"";"HeikenAshiClose";"ExitAfterXBars";"0.0";"19.61";"0.94";"0.94"
"Strategy 2.10.156";"";"3";"1479";"1.41";"37135.03";"2463.91";"15.07";"25.11";"0.88";"490";"";"";"HighestInRange";"ExitAfterXBars";"0.0";"18.8";"1.0";"1.0"
"Strategy 2.10.185";"";"3";"1841";"1.37";"39889.06";"2819.45";"14.15";"21.67";"0.89";"397";"";"";"HighestInRange";"ExitAfterXBars";"0.0";"19.55";"1.11";"1.11"
"Strategy 3.9.125";"";"4";"1015";"1.55";"34733.51";"2463.91";"14.1";"34.22";"0.89";"390";"";"";"HighestInRange";"ExitAfterXBars";"0.0";"18.11";"0.92";"0.92"
"Strategy 3.9.138";"";"5";"1312";"1.4";"33615.11";"2463.91";"13.64";"25.62";"0.91";"452";"";"";"High";"ExitAfterXBars";"0.0";"17.78";"1.24";"1.24"
"Strategy 3.9.175";"";"4";"908";"1.6";"34634.95";"2463.91";"14.06";"38.14";"0.9";"242";"";"";"TEMA";"ExitAfterXBars";"0.0";"18.08";"1.12";"1.12"
"Strategy 3.9.184";"";"4";"1339";"1.56";"42806.87";"2463.91";"17.37";"31.97";"0.92";"495";"";"";"TEMA";"ExitAfterXBars";"0.0";"20.31";"1.16";"1.16"
"Strategy 4.9.105";"";"4";"981";"1.6";"37033.5";"2463.91";"15.03";"37.75";"0.89";"490";"";"";"TEMA";"ExitAfterXBars";"0.0";"18.77";"1.01";"1.01"
"Strategy 4.9.108";"";"4";"1561";"1.48";"44206.03";"2463.91";"17.94";"28.32";"0.89";"490";"";"";"TEMA";"ExitAfterXBars";"0.0";"20.66";"1.05";"1.05"
"Strategy 4.9.135";"";"4";"1008";"1.52";"33064.12";"2463.91";"13.42";"32.8";"0.89";"501";"";"";"TEMA";"ExitAfterXBars";"0.0";"17.61";"1.03";"1.03"
"Strategy 4.9.138";"";"4";"2121";"1.33";"41905.63";"3386.45";"12.37";"19.76";"0.87";"530";"";"";"TEMA";"ExitAfterXBars";"0.0";"20.08";"1.1";"1.1"
"Strategy 4.9.130";"";"6";"960";"1.47";"29846.35";"2463.91";"12.11";"31.09";"0.86";"333";"";"";"TEMA";"ExitAfterXBars";"0.0";"16.6";"0.82";"0.82"
"Strategy 4.9.153";"";"5";"1112";"1.55";"37422.41";"2487.84";"15.04";"33.65";"0.9";"414";"";"";"TEMA";"ExitAfterXBars";"0.0";"18.88";"1.23";"1.23"
"Strategy 4.9.149";"";"5";"1368";"1.46";"39488.73";"2490.73";"15.85";"28.87";"0.88";"642";"";"";"TEMA";"ExitAfterXBars";"0.0";"19.44";"1.08";"1.08"
"Strategy 4.9.161";"";"3";"1097";"1.53";"37578.73";"2612.17";"14.39";"34.26";"0.83";"490";"";"";"High";"ExitAfterXBars";"0.0";"18.92";"0.97";"0.97"
"Strategy 4.9.156";"";"4";"1532";"1.44";"40802.48";"2463.91";"16.56";"26.63";"0.91";"490";"";"";"TEMA";"ExitAfterXBars";"0.0";"19.79";"1.03";"1.03"
"Strategy 4.9.178";"";"5";"1851";"1.42";"46684.3";"2837.01";"16.46";"25.22";"0.86";"503";"";"";"TEMA";"ExitAfterXBars";"0.0";"21.26";"1.05";"1.05"
"Strategy 1.8.114";"";"5";"1263";"1.62";"44275.84";"2774.21";"15.96";"35.06";"0.93";"402";"";"";"BollingerBands,HighestInRange";"ExitAfterXBars";"0.0";"20.68";"1.09";"1.09"
"Strategy 1.8.113";"";"4";"1504";"1.37";"35002.15";"2761.08";"12.68";"23.27";"0.89";"377";"";"";"High";"ExitAfterXBars";"0.0";"18.19";"0.87";"0.87"
"Strategy 1.8.101";"";"5";"1513";"1.43";"41422.8";"2739.46";"15.12";"27.38";"0.86";"490";"";"";"HeikenAshiLow,High";"ExitAfterXBars";"0.0";"19.95";"1.12";"1.12"
"Strategy 1.8.127";"";"5";"675";"1.69";"30150.21";"2463.91";"12.24";"44.67";"0.86";"452";"";"";"Close,TEMA";"ExitAfterXBars";"0.0";"16.7";"0.96";"0.96"
"Strategy 1.8.133";"";"6";"620";"1.77";"30213.57";"2463.91";"12.26";"48.73";"0.89";"452";"";"";"Close,TEMA";"ExitAfterXBars";"0.0";"16.72";"1.06";"1.06"
"Strategy 1.8.143";"";"5";"1764";"1.38";"40040.89";"2806.63";"14.27";"22.7";"0.89";"413";"";"";"HighestInRange";"ExitAfterXBars";"0.0";"19.59";"1.0";"1.0"
"Strategy 1.8.149";"";"3";"1273";"1.57";"40376.44";"2463.91";"16.39";"31.72";"0.9";"517";"";"";"HighestInRange";"ExitAfterXBars";"0.0";"19.68";"1.1";"1.1"
"Strategy 1.8.134";"";"3";"1071";"1.45";"31780.65";"2463.91";"12.9";"29.67";"0.86";"535";"";"";"HeikenAshiLow";"ExitAfterXBars";"0.0";"17.22";"1.14";"1.14"
"Strategy 1.8.147";"";"6";"675";"1.7";"30485.31";"2463.91";"12.37";"45.16";"0.86";"452";"";"";"TEMA";"ExitAfterXBars";"0.0";"16.81";"1.06";"1.06"
"Strategy 1.8.154";"";"6";"1144";"1.45";"32926.66";"2463.91";"13.36";"28.78";"0.89";"436";"";"";"HeikenAshiLow,High";"ExitAfterXBars";"0.0";"17.57";"0.88";"0.88"
"Strategy 1.8.174";"";"5";"1576";"1.4";"39569.77";"3272.14";"12.09";"25.11";"0.89";"440";"";"";"Close,High";"ExitAfterXBars";"0.0";"19.47";"1.04";"1.04"
"Strategy 2.11.114";"";"3";"1723";"1.41";"42602.61";"2657.32";"16.03";"24.73";"0.86";"530";"";"";"Close";"ExitAfterXBars";"0.0";"20.26";"1.42";"1.42"
"Strategy 2.11.102";"";"4";"774";"1.66";"33473.25";"2463.91";"13.59";"43.25";"0.82";"473";"";"";"TEMA";"ExitAfterXBars";"0.0";"17.74";"1.05";"1.05"
"Strategy 2.11.125";"";"4";"550";"1.88";"30292.74";"2463.91";"12.29";"55.08";"0.88";"263";"";"";"HeikenAshiClose";"ExitAfterXBars";"0.0";"16.75";"1.09";"1.09"
"Strategy 2.11.130";"";"4";"1661";"1.4";"41036.97";"3377.02";"12.15";"24.71";"0.88";"469";"";"";"HeikenAshiLow";"ExitAfterXBars";"0.0";"19.85";"1.04";"1.04"
